label,sms,processed_sms
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,dont necessarily expect done get back though im headin
ham,I am taking half day leave bec i am not well,taking half day leave bec well
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,moneyas youmoney aint thinghow sha
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",guaranteed latests nokia phone gb ipod mp player prize txt wordcollect tcllc nyusa pmt msgrcvd
ham,"That's cool, I'll come by like  &lt;#&gt; ish",thats cool ill come like ltgt ish
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
ham,That depends. How would you like to be treated? :),depends would like treated
ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",dont think u got think use got good ni
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron say fri leh n said ding tai feng cant make reservations said wait lor
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post office
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,currently message awaiting collection collect message call
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,uworld site buying qbank buying self assessment also
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentary star ibiza holiday cash needs urgent collection landline lose boxskwpppm
ham,Rofl betta invest in some  anti aging products,rofl betta invest anti aging products
ham,I always chat with you. In fact i need money can you raise me?,always chat fact need money raise
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,check choose babe videos smsshsexnetun fgkslpopw fgkslpo
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,thats ok popped ask bout something said youd around tonght wen girl comes
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,u subscribed best mobile content service uk per ten days send stop helpline
ham,"Haha... Sounds crazy, dunno can tahan anot...",haha sounds crazy dunno tahan anot
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,important message final contact attempt important messages waiting customer claims dept expires call
ham,Actually I decided I was too hungry so I haven't left yet :V,actually decided hungry havent left yet v
ham,"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx""",hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
ham,Tell me again what your address is,tell address
ham,Am i that much bad to avoid like this?,much bad avoid like
ham,Yeah my usual guy's out of town but there're definitely people around I know,yeah usual guys town therere definitely people around know
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",goal arsenal henry v liverpool henry scores simple shot yards pass bergkamp give arsenal goal margin mins
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,promise getting soon youll text morning let know made ok
spam,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",account credited free text messages activate txt word credit tcs wwwbiz
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,generally isnt one uncountable noun u dictionary pieces research
ham,Dude how do you like the buff wind.,dude like buff wind
ham,"Aight, see you in a bit",aight see bit
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,noe shes da car later c lar im wearing shorts
ham,Yes watching footie but worried we're going to blow it - Phil Neville?,yes watching footie worried going blow phil neville
ham,"Hi Chikku, send some nice msgs",hi chikku send nice msgs
ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,everything weather keep extra warm cold nothing serious pls lots vitamin c
ham,I dont have that much image in class.,dont much image class
ham,I come n pick ü up... Come out immediately aft ur lesson...,come n pick come immediately aft ur lesson
ham,If we win its really no 1 side for long time.,win really side long time
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,hello hows saturday go texting see youd decided anything tomo im trying invite anything
ham,Yes we are chatting too.,yes chatting
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forwarded hi mailbox messaging sms alert messages matches please call back retrieve messages matches
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,im stuck da middle da row da right hand side da lt
ham,"Yeah I am, so I'll leave maybe 7ish?",yeah ill leave maybe ish
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",costa del sol holiday await collection call toclaim sae tc pobox stockport skxh costpm maxmins
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,stop old man get build snowman snow angels snowball fights
ham,"That's very rude, you on campus?",thats rude campus
ham,Nope i'll come online now..,nope ill come online
ham,I sent lanre fakeye's Eckankar details to the mail box,sent lanre fakeyes eckankar details mail box
ham,Mum ask ü to buy food home...,mum ask buy food home
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,moby pub quizwin high street prize u know new duchess cornwall txt first name unsub stop sp
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol take member said aunt flow didnt visit months cause developed ovarian cysts bc way shrink
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,good think could send pix would love see top bottom
ham,Fine if thats the way u feel. Thats the way its gota b,fine thats way u feel thats way gota b
ham,I will be gentle princess! We will make sweet gentle love...,gentle princess make sweet gentle love
ham,Ok c ü then.,ok c
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah go bored depressed sittin waitin phone ring hope wind drops though scary
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,someonone know trying contact via dating service find could call mobile landline boxskch
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",hack chat get backdoor entry chat rooms fraction cost reply neo call subscribe p pm dps bcm box ldn wcnxx
ham,Hope you are having a good week. Just checking in,hope good week checking
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",dear voucher holder claim weeks offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,search happiness main sources unhappiness accept life way comes u find happiness every moment u live
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear uve invited xchat final attempt contact u txt chat
ham,Ok. C u then.,ok c u
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went
ham,Ugh fuck it I'm resubbing to eve,ugh fuck im resubbing eve
ham,No need for the drug anymore.,need drug anymore
ham,"My planning usually stops at ""find hella weed, smoke hella weed""",planning usually stops find hella weed smoke hella weed
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",im cool ta luv vtired cause doin loads planning wk got social services inspection nursery take care spk sn x
